0.0,0.0,5000.0,
0.0,0.0,4531.25,
0.0,0.0,4062.5,
0.0,0.0,3593.75,
0.0,0.0,3125.0,
-625.0,0.0,3125.0,
-1250.0,0.0,3125.0,
-1875.0,0.0,3125.0,
-2500.0,0.0,3125.0,
-2500.0,0.0,2968.75,
-2500.0,0.0,2812.5,
-2500.0,0.0,2656.25,
-2500.0,0.0,2500.0,
-2656.25,0.0,2500.0,
-2812.5,0.0,2500.0,
-2968.75,0.0,2500.0,
-3125.0,0.0,2500.0,
-3125.0,0.0,2031.25,
-3125.0,0.0,1562.5,
-3125.0,0.0,1093.75,
-3125.0,0.0,625.0,
-2656.25,0.0,625.0,
-2187.5,0.0,625.0,
-1718.75,0.0,625.0,
-1250.0,0.0,625.0,
-1250.0,0.0,156.25,
-1250.0,0.0,-312.5,
-1250.0,0.0,-781.25,
-1250.0,0.0,-1250.0,
-1718.75,0.0,-1250.0,
-2187.5,0.0,-1250.0,
-2656.25,0.0,-1250.0,
-3125.0,0.0,-1250.0,
-3125.0,0.0,-1718.75,
-3125.0,0.0,-2187.5,
-3125.0,0.0,-2656.25,
-3125.0,0.0,-3125.0,
-2343.75,0.0,-3125.0,
-1562.5,0.0,-3125.0,
-781.25,0.0,-3125.0,
0.0,0.0,-3125.0,
0.0,0.0,-3568.75,
0.0,0.0,-4012.5,
0.0,0.0,-4456.25,
0.0,0.0,-4800.0,
