2820.0, 0.0, -2820.0, -2880.0, 155.0, -1520.0
950.0, 0.0, 2812.5, -937.5, 155.0, -2812.5
2780.0, 0.0, 920.0, -2850.0, 155.0, 2250.0
2150.0, 0.0, 2890.0, -2220.5, 155.0, 980.0
-5000.0, 0.0, -5000.0, -280.0, 155.0, -3380.0 
-5000.0, 0.0, 360.0, -1520.0, 155.0, -960.0
-5000.0, 0.0, 5000.0, -3400.0, 155.0, -5000.0
-5000.0, 0.0, 5000.0, -2750.0, 155.0, 2850.0
-5000.0, 0.0, 5000.0, -270.0, 155.0, 3437.5
5000.0, 0.0, -5000.0, 280.0, 155.0, -3400.0 
5000.0, 0.0, 350.5, 1500.0, 155.0, -980.0
5000.0, 0.0, 5000.0, 3380.0, 155.0, -5000.0
5000.0, 0.0, 5000.0, 2700.0, 155.0, 2800.0
5000.0, 0.0, 5000.0, 250.0, 155.0, 3400.0
4063.5, 0.0, 5000.0, 5000.0, 1000.0, -5000.0
-4063.5, 0.0, 5000.0, -5000.0, 1000.0, -5000.0
5000.0, 0.0, 4063.5, 937.5, 1000.0, 5000.0
5000.0, 0.0, -4063.5, 937.5.0, 1000.0, -5000.0
-5000.0, 0.0, 4063.5, -937.5, 1000.0, 5000.0
-5000.0, 0.0, -4063.5, -937.5.0, 1000.0, -5000.0
5000.0, 0.0, -4800.0, -5000.0, 1000.0, -5000.0
5000.0, -10000.0, 5000.0, -5000.0, 0.0, -5000.0
