438.0, 0.0, 2840.0, 498.0, 60.0, 3090.0
438.0, 0.0, 2075.0, 498.0, 60.0, 2325.0
438.0, 0.0, 1325.0, 498.0, 60.0, 1575.0
438.0, 0.0, 3725.0, 498.0, 60.0, 3475.0
113.0, 0.0, 3120.0, 173.0, 60.0, 3370.0
113.0, 0.0, 2350.0, 173.0, 60.0, 2600.0
113.0, 0.0, 1675.0, 173.0, 60.0, 1925.0
-1335.0, 0.0, 1675.0, -1395.0, 60.0, 1925.0
-1335.0, 0.0, 2340.0, -1395.0, 60.0, 2590.0
-1335.0, 0.0, 2975.0, -1395.0, 60.0, 3225.0
-1655.0, 0.0, 2655.0, -1715.0, 60.0, 2905.0
-1655.0, 0.0, 2040.0, -1715.0, 60.0, 2290.0
-1655.0, 0.0, 1350.0, -1715.0, 60.0, 1600.0
-2550.0, 0.0, 2655.0, -2610.0, 60.0, 2905.0
-2550.0, 0.0, 1970.0, -2610.0, 60.0, 2220.0
-2550.0, 0.0, 1290.0, -2610.0, 60.0, 1540.0
-2550.0, 0.0, 630.0, -2610.0, 60.0, 880.0
-2550.0, 0.0, -25.0, -2610.0, 60.0, 225.0
-2550.0, 0.0, -445.0, -2610.0, 60.0, -695.0
-2550.0, 0.0, -1125.0, -2610.0, 60.0, -1375.0
-2876.0, 0.0, 2975.0, -2936.0, 60.0, 3225.0
-2876.0, 0.0, 2325.0, -2936.0, 60.0, 2575.0
-2876.0, 0.0, 1640.0, -2936.0, 60.0, 1890.0
-2876.0, 0.0, 980.0, -2936.0, 60.0, 1230.0
-2876.0, 0.0, 300.0, -2936.0, 60.0, 550.0
-2876.0, 0.0, -95.0, -2936.0, 60.0, -345.0
-2876.0, 0.0, -785.0, -2936.0, 60.0, -1035.0
-2876.0, 0.0, -1450.0, -2936.0, 60.0, -1700.0
-1047.0, 0.0, -1110.0, -1107.0, 60.0, -1360.0
-1047.0, 0.0, -665.0, -1107.0, 60.0, -915.0
