470.0, 0.0,-1630.0,-470.0, 100.0,-2570.0
2570.0, 0.0,1070.0,-2570.0, 100.0,430.0
770.0, 0.0,2270.0,-770.0, 100.0,430.0
-770.0, 0.0,-3770.0,-130.0, 100.0,-2830.0
-3770.0, 0.0,-3770.0,-730.0, 100.0,-1030.0
-130.0, 0.0,-1030.0,-770.0, 100.0,-1370.0
-130.0, 0.0,170.0,-2570.0, 100.0,-770.0
-130.0, 0.0,3770.0,-2270.0, 100.0,2530.0
-2270.0, 0.0,1330.0,-1030.0, 100.0,2270.0
-3770.0, 0.0,3770.0,-2230.0, 100.0,1330.0
-3770.0, 0.0,3770.0,-2830.0, 100.0,-3770.0
770.0, 0.0,-3770.0,130.0, 100.0,-2830.0
3770.0, 0.0,-3770.0,730.0, 100.0,-1030.0
130.0, 0.0,-1030.0,770.0, 100.0,-1370.0
130.0, 0.0,170.0,2570.0, 100.0,-770.0
130.0, 0.0,3770.0,2270.0, 100.0,2530.0
2270.0, 0.0,1330.0,1030.0, 100.0,2270.0
3770.0, 0.0,3770.0,2230.0, 100.0,1330.0
3770.0, 0.0,3770.0,2830.0, 100.0,-3770.0
3750.0, 0.0, 3750.0, -3750.0, 1000.0, 4000.0
3750.0, 0.0, 3750.0, 4000.0, 1000.0, -3750.0
-3750.0, 0.0, -3750.0, 3750.0, 1000.0, -4000.0
-3750.0, 0.0, -3750.0, -4000.0, 1000.0, 3750.0
3750.0, -1000.0, 3750.0, -3750.0, 0.0, -3750.0
