-3150.0, 0.0, 3150.0, -1350.0, 145.0, 1050.0
-1350.0, 0.0, 1050.0, 750.0, 145.0, 1950.0
-1050.0, 0.0, 2250.0, 1050.0, 145.0, 3150.0
1050.0, 0.0, 3150.0, 3150.0, 145.0, -150.0
3150.0, 0.0, -150.0, 2250.0, 145.0, -2850.0
1050.0, 0.0, 750.0, -1950.0, 145.0, -150.0
2250.0, 0.0, -1650.0, 450.0, 145.0, -2850.0
150.0, 0.0, -1650.0, 450.0, 145.0, -2250.0
-450.0, 0.0, -450.0, 1950.0, 145.0, -1350.0
-450.0, 0.0, -450.0, -3150.0, 145.0, -2850.0
-450.0, 0.0, -1350.0, -150.0, 145.0, -2250.0
-1950.0, 0.0, -150.0, 1050.0, 145.0, 750.0
-3150.0, 0.0, 1050.0, -2250.0, 145.0, -450.0
-3150.0, 0.0, -3150.0, 3150.0, 970.0, -2850.0
3150.0, -300.0, -3150.0, -3150.0, 0.0, 3150.0
