0.0,0.0,3600.0,
0.0,0.0,2600.0,
0.0,0.0,2400.0,
200.0,0.0,2400.0,
700.0,0.0,2400.0,
900.0,0.0,2400.0,
900.0,0.0,2200.0,
900.0,0.0,1400.0,
900.0,0.0,1200.0,
1100.0,0.0,1200.0,
2500.0,0.0,1200.0,
2700.0,0.0,1200.0,
2700.0,0.0,1000.0,
2700.0,0.0,500.0,
2700.0,0.0,300.0,
2500.0,0.0,300.0,
200.0,0.0,300.0,
0.0,0.0,300.0,
0.0,0.0,100.0,
0.0,0.0,-1300.0,
0.0,0.0,-1500.0,
200.0,0.0,-1500.0,
400.0,0.0,-1500.0,
600.0,0.0,-1500.0,
600.0,0.0,-1700.0,
600.0,0.0,-2500.0,
600.0,0.0,-2700.0,
400.0,0.0,-2700.0,
200.0,0.0,-2700.0,
0.0,0.0,-2700.0,
0.0,0.0,-2900.0,
0.0,0.0,-3600.0
