305.0,0.0,3812.0,
305.0,0.0,2135.0,
305.0,0.0,1830.0,
305.0,0.0,1525.0,
0.0,0.0,1525.0,
-305.0,0.0,1525.0,
-915.0,0.0,1525.0,
-1220.0,0.0,1525.0,
-1525.0,0.0,1525.0,
-1525.0,0.0,1830.0,
-1525.0,0.0,2135.0,
-1525.0,0.0,2440.0,
-1525.0,0.0,2745.0,
-1525.0,0.0,3050.0,
-1830.0,0.0,3050.0,
-2130.0,0.0,3050.0,
-2440.0,0.0,3050.0,
-2745.0,0.0,3050.0,
-2745.0,0.0,2745.0,
-2745.0,0.0,2440.0,
-2745.0,0.0,610.0,
-2745.0,0.0,-1220.0,
-2745.0,0.0,-1525.0,
-2440.0,0.0,-1525.0,
-2135.0,0.0,-1525.0,
-1525.0,0.0,-1525.0,
-1220.0,0.0,-1525.0,
-915.0,0.0,-1525.0,
-915.0,0.0,-1220.0,
-915.0,0.0,-915.0,
-915.0,0.0,-610.0,
-915.0,0.0,-305.0,
-915.0,0.0,0.0,
-610.0,0.0,0.0,
-305.0,0.0,0.0,
915.0,0.0,0.0,
1220.0,0.0,0.0,
1525.0,0.0,0.0,
1525.0,0.0,305.0,
1525.0,0.0,610.0,
1525.0,0.0,2135.0,
1525.0,0.0,2440.0,
1525.0,0.0,2745.0,
1830.0,0.0,2745.0,
2135.0,0.0,2745.0,
2440.0,0.0,2745.0,
2745.0,0.0,2745.0,
2745.0,0.0,2440.0,
2745.0,0.0,2135.0,
2745.0,0.0,305.0,
2745.0,0.0,-915.0,
2745.0,0.0,-1220.0,
2745.0,0.0,-1525.0,
2440.0,0.0,-1525.0,
2135.0,0.0,-1525.0,
1830.0,0.0,-1525.0,
1525.0,0.0,-1525.0,
1525.0,0.0,-1220.0,
1525.0,0.0,-915.0,
1220.0,0.0,-915.0,
610.0,0.0,-915.0,
305.0,0.0,-915.0,
305.0,0.0,-1220.0,
305.0,0.0,-1525.0
