468.0, 0.0, 3810.0, 143.0, 1000.0, 1363.0
143.0, 0.0, 1363.0, -1685.0, 1000.0, 1685.0
-1685.0, 0.0, 1685.0, -1365.0, 1000.0, 3209.0
-1365.0, 0.0, 3209.0, -2906.0, 1000.0, 2889.0
-2906.0, 0.0, 3209.0, -2580.0, 1000.0, -1685.0
-2906.0, 0.0, -1685.0, -752.0, 1000.0, -1361.0
-752.0, 0.0, -1685.0, -1077.0, 1000.0, 160.0
-1077.0, 0.0, 160.0, 1685.0, 1000.0, -162.0
1685.0, 0.0, -162.0, 1363.0, 1000.0, 2903.0
1363.0, 0.0, 2903.0, 2910.0, 1000.0, 2490.0
2910.0, 0.0, 2490.0, 2579.0, 1000.0, -1685.0
2579.0, 0.0, -1685.0, 1361.0, 1000.0, -1363.0
1361.0, 0.0, 1363.0, 1691.0, 1000.0, -754.0
1691.0, 0.0, -754.0, 143.0, 1000.0, -1072.0
143.0, 0.0, -1072.0, 467.0, 1000.0, -3810.0
785.0, 0.0, -1973.0, -166.0, 1000.0, -3810.0
