2000.0, 0.0, 3600.0, 2200.0, 1000.0, 2300.0
0.0, 0.0, 2500.0, 2200.0, 1000.0, 2300.0
800.0, 0.0, 2300.0, 1000.0, 1000.0, 1100.0
800.0, 0.0, 1100.0, 2800.0, 1000.0, 1300.0
2800.0, 0.0, 1300.0, 2600.0, 1000.0, -1000.0
2600.0, 0.0, -1000.0, 0.0, 1000.0, -800.0
0.0, 0.0, -1400.0, 700.0, 1000.0, -1600.0
700.0, 0.0, -1400.0, 500.0, 1000.0, -2800.0
0.0, 0.0, -2600.0, 700.0, 1000.0, -2800.0
0.0, 0.0, 200.0, 2800.0, 1000.0, 400.0
-2000.0, 0.0, 3600.0, -2200.0, 1000.0, 2300.0
0.0, 0.0, 2500.0, -2200.0, 1000.0, 2300.0
-800.0, 0.0, 2300.0, -1000.0, 1000.0, 1100.0
-800.0, 0.0, 1100.0, -2800.0, 1000.0, 1300.0
-2800.0, 0.0, 1300.0, -2600.0, 1000.0, -1000.0
-2600.0, 0.0, -1000.0, 0.0, 1000.0, -800.0
0.0, 0.0, -1400.0, -700.0, 1000.0, -1600.0
-700.0, 0.0, -1400.0, -500.0, 1000.0, -2800.0
0.0, 0.0, -2600.0, -700.0, 1000.0, -2800.0
0.0, 0.0, 200.0, -2800.0, 1000.0, 400.0
100.0, 0.0, 3600.0, -100.0, 1000.0, 2300.0
100.0, 0.0, 400.0, -100.0, 1000.0, -1600.0
100.0, 0.0, -2600.0, -100.0, 1000.0, -3600.0
