726.0,0.0,3810.0,
726.0,0.0,3401.5,
726.0,0.0,2993.0,
726.0,0.0,2584.5,
726.0,0.0,2176.0,
272.25,0.0,2176.0,
-181.5,0.0,2176.0,
-635.25,0.0,2176.0,
-1089.0,0.0,2176.0,
-1089.0,0.0,1904.25,
-1089.0,0.0,1632.5,
-1089.0,0.0,1360.75,
-1089.0,0.0,1089.0,
-907.5,0.0,1089.0,
-726.0,0.0,1089.0,
-544.5,0.0,1089.0,
-363.0,0.0,1089.0,
-363.0,0.0,907.5,
-363.0,0.0,726.0,
-363.0,0.0,544.5,
-363.0,0.0,363.0,
-272.25,0.0,363.0,
-181.5,0.0,363.0,
-90.75,0.0,363.0,
0.0,0.0,363.0,
0.0,0.0,90.75,
0.0,0.0,-181.5,
0.0,0.0,-453.75,
0.0,0.0,-726.0,
0.0,0.0,-1497.0,
0.0,0.0,-2268.0,
0.0,0.0,-3039.0,
0.0,0.0,-3810.0,
