-1210.000,0.0,3200.000,
-1213.301,0.0,2856.539,
-1219.903,0.0,2169.616,
-1110.387,0.0,2041.535,
-818.550,0.0,2084.243,
904.588,0.0,2101.494,
920.197,0.0,2169.781,
934.624,0.0,859.381,
921.306,0.0,872.695,
-299.848,0.0,869.838,
-2181.912,0.0,927.953,
-2132.502,0.0,698.352,
-2128.081,0.0,-1.359,
-2075.175,0.0,-332.914,
-2111.220,0.0,-346.985,
500.055,0.0,-319.147,
2030.999,0.0,-296.429,
2175.949,0.0,-415.139,
2165.204,0.0,-1403.017,
2003.234,0.0,-1592.794,
1641.861,0.0,-1525.806,
189.323,0.0,-1483.980,
-59.153,0.0,-1418.272,
-12.712,0.0,-2262.932,
-10.904,0.0,-2654.311,
-10.0,0.0,-2850.0
